Data,Pioggia_Zona_1,Pioggia_Zona_2,Pioggia_Zona_3,Pioggia_Zona_4,Pioggia_Zona_5,Temperatura_Zona_5,Livello_Acqua,Portata_Uscita
21/01/2016,0.2,0.00,0.00,0.00,0.00,3.8,27.86,0.6
22/01/2016,0.00,0.00,0.00,0.00,0.00,4.55,27.87,0.6
23/01/2016,0.00,0.00,0.00,0.00,0.00,2.3,27.89,0.6
24/01/2016,0.2,0.00,0.00,0.00,0.00,4.8,27.9,0.6
25/01/2016,0.00,0.00,0.2,0.00,0.2,4.5,27.91,0.6
26/01/2016,1.2,0.2,1.00,0.2,2.8,8.55,27.91,0.6
27/01/2016,2.4,1.00,2.00,1.2,3.8,9.6,27.92,0.6
28/01/2016,0.00,0.00,0.00,0.00,0.00,9.3,27.94,0.6
29/01/2016,2.00,13.4,4.00,2.6,4.2,9.8,27.95,0.6
30/01/2016,5.4,6.6,4.4,4.2,7.6,9.3,27.96,0.6
31/01/2016,0.2,0.00,0.00,0.00,0.2,9.65,27.98,0.6
01/02/2016,1.00,3.6,1.6,1.2,2.00,12.05,28.00,0.6
02/02/2016,10.4,23.00,11.6,11.00,12.4,9.2,28.02,0.6
03/02/2016,0.6,0.4,0.8,0.00,0.00,6.65,28.05,0.6
04/02/2016,0.00,0.00,0.00,0.00,0.00,6.6,28.3,0.6
05/02/2016,0.2,0.00,0.00,0.00,0.00,6.2,28.39,0.6
06/02/2016,7.6,14.8,6.4,6.00,6.4,6.2,28.45,0.6
07/02/2016,2.8,11.2,2.6,7.4,3.2,8.55,28.5,0.6
08/02/2016,29.8,44.2,24.6,36.4,17.4,9.15,28.65,0.6
09/02/2016,8.8,13.8,7.8,14.00,6.00,10.1,28.85,0.6
10/02/2016,0.2,0.00,0.2,0.00,0.4,8.1,29.58,2.7
11/02/2016,27.8,32.4,24.2,21.2,35.2,6.7,29.89,7.5
12/02/2016,8.8,10.2,4.6,8.00,8.8,5.65,30.04,7.5
13/02/2016,28.00,22.2,26.4,30.6,31.00,6.65,30.35,7.5
14/02/2016,17.6,16.4,13.8,14.2,16.2,9.3,30.53,7.5
15/02/2016,15.8,23.4,16.2,23.6,20.8,6.15,31.08,11.48
16/02/2016,11.6,10.2,10.2,9.8,13.2,6.6,31.28,26.41
17/02/2016,0.2,0.00,0.2,0.00,0.2,4.7,31.3,27.63
18/02/2016,0.6,0.8,1.2,0.8,2.2,8.15,31.21,18.81
19/02/2016,0.00,0.00,0.00,0.2,0.6,7.55,31.1,10.88
20/02/2016,0.00,0.00,0.00,0.00,0.00,7.25,31.05,8.25
21/02/2016,0.00,0.00,0.00,0.00,0.00,7.85,31.02,7.6
22/02/2016,10.6,10.2,10.00,9.2,11.00,11.15,30.97,7.5
23/02/2016,0.6,0.2,1.2,0.8,0.6,9.65,30.92,7.5
24/02/2016,10.8,21.4,7.2,4.00,11.00,10.7,30.88,7.5
25/02/2016,1.2,1.6,1.2,0.4,1.00,8.5,30.85,7.5
26/02/2016,23.4,33.8,22.00,27.00,28.2,6.00,30.85,7.5
27/02/2016,15.6,25.6,12.00,21.6,26.6,7.9,30.83,7.5
28/02/2016,15.2,24.4,15.6,12.4,13.2,9.2,31.12,14.2
29/02/2016,0.2,0.00,0.2,0.2,0.2,7.6,31.25,28.63
01/03/2016,6.8,12.6,3.00,3.6,4.00,7.75,31.25,25.35
02/03/2016,8.4,9.4,13.8,8.8,6.8,7.65,31.14,12.94
03/03/2016,0.00,0.00,0.00,0.00,0.00,5.4,31.11,12.15
04/03/2016,27.6,17.8,21.6,29.4,24.00,6.3,31.1,10.69
05/03/2016,7.4,7.4,5.6,10.6,11.4,8.85,31.03,12.16
06/03/2016,0.4,8.6,0.4,0.6,1.4,6.5,31.22,21.93
07/03/2016,8.2,12.4,6.8,7.2,9.2,5.25,31.17,15.99
08/03/2016,0.4,0.8,1.00,0.00,0.8,3.2,31.1,11.78
09/03/2016,0.00,0.2,0.00,0.00,0.00,4.15,31.09,10.51
10/03/2016,0.00,0.4,1.2,0.00,0.00,7.00,31.06,8.69
11/03/2016,0.00,0.00,0.00,0.00,0.00,6.9,31.03,7.69
12/03/2016,0.00,0.00,0.00,0.00,0.00,9.75,30.99,7.5
13/03/2016,0.00,0.00,0.00,0.00,0.00,7.6,30.94,7.5
14/03/2016,0.00,0.00,0.00,0.00,0.00,8.25,30.87,7.5
15/03/2016,0.00,0.00,0.00,0.00,0.00,9.2,30.81,7.5
16/03/2016,0.00,0.00,0.00,0.00,0.00,7.35,30.72,7.5
17/03/2016,0.00,0.00,0.00,0.00,0.00,8.25,30.65,7.5
18/03/2016,0.00,0.00,0.00,0.00,0.00,11.8,30.56,7.5
19/03/2016,1.00,0.2,0.8,0.8,2.4,9.7,30.47,7.5
20/03/2016,2.8,1.6,1.2,0.4,3.00,9.00,30.38,7.5
21/03/2016,0.00,0.00,0.00,0.00,0.00,10.3,30.29,7.5
22/03/2016,0.00,0.2,0.00,0.00,0.00,11.7,30.18,7.5
23/03/2016,0.00,0.00,0.00,0.00,0.00,7.8,30.08,5.4
24/03/2016,0.00,0.00,0.00,0.00,0.00,9.85,30.00,5.4
25/03/2016,0.2,0.00,0.00,0.00,0.00,8.3,29.98,2.7
26/03/2016,0.8,0.00,0.6,0.6,1.00,10.85,29.95,2.7
27/03/2016,2.2,7.2,3.2,1.8,3.8,9.85,29.93,2.7
28/03/2016,0.00,0.00,0.00,0.00,0.00,10.75,29.89,2.7
29/03/2016,0.00,0.00,0.00,0.00,0.00,12.7,29.86,1.00
30/03/2016,0.00,0.00,0.00,0.00,0.00,13.75,29.86,1.00
31/03/2016,0.00,0.00,0.00,0.00,0.00,14.75,29.86,1.00
01/04/2016,0.00,0.00,0.00,0.00,0.00,14.6,29.87,0.6
02/04/2016,0.00,0.00,0.00,0.00,0.00,16.3,29.89,0.6
03/04/2016,0.00,0.00,0.00,0.00,0.00,15.95,29.9,0.6
04/04/2016,0.00,0.00,0.00,0.00,0.00,16.3,29.92,0.6
05/04/2016,0.00,0.00,0.00,0.00,0.00,16.3,29.93,0.6
06/04/2016,0.4,0.00,0.00,0.00,0.00,18.05,29.94,0.6
07/04/2016,2.2,2.6,3.4,1.00,5.8,17.7,29.94,0.6
08/04/2016,1.00,0.00,1.2,1.00,1.00,12.8,29.95,0.6
09/04/2016,0.00,0.00,0.2,0.00,0.00,10.9,29.95,0.6
10/04/2016,0.00,0.00,0.00,0.00,0.00,12.7,29.95,0.6
11/04/2016,0.00,0.00,0.00,0.00,0.00,12.6,29.95,0.6
12/04/2016,0.00,0.00,0.00,0.00,0.00,14.1,29.95,0.6
13/04/2016,0.2,0.6,0.00,0.00,2.2,14.05,29.95,0.6
14/04/2016,0.00,0.00,0.00,0.00,0.00,13.7,29.95,0.6
15/04/2016,0.00,0.00,0.00,0.00,0.00,13.2,29.95,0.6
16/04/2016,0.00,0.00,0.00,0.00,0.00,15.6,29.95,0.6
17/04/2016,0.00,0.00,0.00,0.00,0.00,15.8,29.95,0.6
18/04/2016,0.00,0.00,0.00,0.00,0.00,15.15,29.95,0.6
19/04/2016,0.2,0.00,0.00,0.00,0.00,13.15,29.95,0.6
20/04/2016,0.00,0.00,0.00,0.00,0.00,15.55,29.95,0.6
21/04/2016,0.00,0.2,0.00,0.00,0.4,17.45,29.95,0.6
22/04/2016,2.00,0.8,1.2,1.4,5.4,13.45,29.95,0.6
23/04/2016,10.2,14.4,11.6,9.2,10.6,11.7,29.95,0.6
24/04/2016,1.00,3.4,4.00,1.00,1.8,9.3,29.95,0.6
25/04/2016,0.2,1.2,0.00,0.00,0.00,9.05,29.95,0.6
26/04/2016,0.00,2.00,0.2,0.4,0.00,7.6,29.95,0.6
27/04/2016,0.00,0.00,0.00,0.00,0.00,11.1,29.94,0.6
28/04/2016,0.00,0.00,0.00,0.00,0.00,11.8,29.93,0.6
29/04/2016,17.6,20.2,15.6,13.2,19.00,13.3,29.93,0.6
30/04/2016,2.00,1.00,2.8,1.00,1.4,13.6,29.93,0.6
01/05/2016,0.4,6.6,7.6,0.00,0.00,11.65,29.94,0.6
02/05/2016,5.00,5.4,6.6,4.6,5.00,11.1,29.95,0.6
03/05/2016,0.4,0.6,1.00,0.2,0.8,15.5,29.95,0.6
04/05/2016,0.2,0.00,0.4,0.00,0.00,15.00,29.96,0.6
05/05/2016,0.00,0.00,0.00,0.00,0.00,14.25,29.97,0.6
06/05/2016,0.4,10.6,0.00,0.00,0.00,16.85,29.97,0.6
07/05/2016,1.4,2.2,1.00,0.00,1.00,15.8,29.96,0.6
08/05/2016,0.2,0.2,0.00,0.00,0.00,14.9,29.96,0.6
09/05/2016,0.2,0.00,0.2,0.2,0.2,16.65,29.97,0.6
10/05/2016,17.00,28.6,25.6,12.6,17.00,17.25,29.97,0.6
11/05/2016,11.4,15.6,6.4,7.4,4.6,15.05,29.97,0.6
12/05/2016,8.6,43.6,13.6,8.6,7.8,13.95,30.01,0.6
13/05/2016,6.8,3.8,7.2,1.2,4.8,13.6,30.11,0.6
14/05/2016,3.4,12.4,1.6,2.4,5.8,15.15,30.3,0.6
15/05/2016,2.6,2.6,1.8,4.2,12.6,15.3,30.4,0.6
16/05/2016,0.00,0.00,0.00,0.00,0.00,13.00,30.46,0.6
17/05/2016,0.00,0.00,0.00,0.00,0.00,14.05,30.5,0.6
18/05/2016,17.6,17.2,12.00,19.8,19.6,14.00,30.52,0.6
19/05/2016,0.00,0.00,0.4,0.2,0.00,12.05,30.54,0.6
20/05/2016,0.00,0.00,0.00,0.00,0.00,14.95,30.57,0.6
21/05/2016,0.00,0.00,0.00,0.00,0.00,17.2,30.6,0.6
22/05/2016,10.00,17.6,5.4,14.2,7.8,17.9,30.61,0.6
23/05/2016,0.4,0.2,0.2,0.00,0.2,12.65,30.62,1.5
24/05/2016,0.00,0.00,0.00,0.00,0.00,13.6,30.6,1.5
25/05/2016,0.00,0.00,0.00,0.00,0.00,15.2,30.6,1.5
26/05/2016,0.00,0.00,0.00,0.00,0.00,16.8,30.6,1.5
27/05/2016,0.00,0.00,0.00,0.00,0.00,19.95,30.6,1.5
28/05/2016,8.6,11.2,9.4,13.2,9.8,20.95,30.6,1.5
29/05/2016,0.2,2.8,0.8,0.4,0.8,16.55,30.6,1.5
30/05/2016,0.2,0.00,0.4,3.00,1.4,16.5,30.6,1.5
31/05/2016,0.00,0.2,0.00,0.2,0.6,16.25,30.58,1.5
01/06/2016,0.8,3.8,1.8,1.2,8.4,15.7,30.56,1.5
02/06/2016,0.2,0.4,0.00,0.00,0.6,14.8,30.54,1.5
03/06/2016,0.00,0.00,0.00,0.00,0.00,15.75,30.52,1.5
04/06/2016,1.2,1.6,2.00,1.6,3.00,17.00,30.5,1.5
05/06/2016,2.8,6.4,1.8,0.00,42.4,17.6,30.48,1.5
06/06/2016,0.00,0.00,0.00,0.00,0.2,17.35,30.46,1.00
07/06/2016,6.6,3.00,5.6,6.4,12.4,19.65,30.45,1.00
08/06/2016,2.8,4.4,11.8,1.00,4.2,19.25,30.44,1.00
09/06/2016,1.4,0.6,1.00,0.00,1.6,16.2,30.44,1.00
10/06/2016,2.8,0.00,2.00,18.00,5.4,18.65,30.45,1.00
11/06/2016,5.8,1.00,1.6,0.4,5.6,18.5,30.45,1.00
12/06/2016,0.00,7.00,0.8,0.2,0.2,19.00,30.46,1.00
13/06/2016,1.8,1.00,0.6,1.00,1.8,18.3,30.46,1.00
14/06/2016,0.00,0.2,0.00,0.00,0.00,17.3,30.46,1.00
15/06/2016,0.2,0.4,0.00,0.6,1.00,18.00,30.45,1.00
16/06/2016,7.00,9.2,4.8,10.4,9.00,20.55,30.44,1.00
17/06/2016,0.00,0.00,0.00,0.00,0.00,16.9,30.43,1.00
18/06/2016,0.00,0.8,0.4,0.00,0.00,17.15,30.42,1.00
19/06/2016,0.00,0.4,0.00,0.00,0.2,16.55,30.4,1.00
20/06/2016,0.00,0.00,0.00,0.00,0.00,18.9,30.38,1.00
21/06/2016,0.00,0.00,0.00,0.00,0.00,20.05,30.37,1.00
22/06/2016,0.00,0.00,0.00,0.00,0.00,22.25,30.36,1.00
23/06/2016,0.00,0.00,0.00,0.00,0.00,26.35,30.34,1.00
24/06/2016,0.00,0.00,0.00,0.00,0.00,27.65,30.32,1.00
25/06/2016,0.00,0.00,0.00,0.00,0.00,24.55,30.29,1.00
26/06/2016,0.00,0.00,0.00,0.00,0.00,22.65,30.27,1.00
27/06/2016,0.00,0.00,0.00,0.00,0.00,20.75,30.23,1.00
28/06/2016,0.00,0.00,0.00,0.00,0.00,22.5,30.2,1.00
29/06/2016,0.00,0.00,0.00,0.00,0.00,22.55,30.18,1.00
30/06/2016,0.00,0.00,0.00,0.00,0.00,22.9,30.16,1.00
01/07/2016,0.00,0.00,0.00,0.00,0.00,22.8,30.13,1.00
02/07/2016,0.00,0.00,0.00,0.00,0.00,23.00,30.11,1.00
03/07/2016,0.00,0.00,0.00,0.00,0.00,22.5,30.08,1.00
04/07/2016,0.00,0.00,0.00,0.00,0.00,23.8,30.08,1.00
05/07/2016,0.00,0.00,0.2,0.00,0.4,25.5,30.07,1.00
06/07/2016,0.00,0.00,0.00,0.00,0.00,24.5,30.07,1.00
07/07/2016,0.00,0.00,0.00,0.00,0.00,25.05,30.06,1.00
08/07/2016,0.00,0.00,0.00,0.00,0.00,23.85,30.05,1.00
09/07/2016,2.6,0.00,0.00,0.00,0.00,23.95,30.04,1.00
10/07/2016,0.00,0.00,0.00,0.00,0.00,25.75,30.03,1.00
11/07/2016,0.00,0.00,0.00,0.00,0.00,25.7,30.02,1.00
12/07/2016,0.00,0.00,0.00,0.00,0.00,25.45,30.00,2.00
13/07/2016,0.00,0.00,0.00,0.00,0.00,22.4,29.96,2.00
14/07/2016,4.8,2.4,7.2,0.00,0.8,19.8,29.92,2.00
15/07/2016,0.00,0.00,0.00,0.00,0.00,16.95,29.87,2.00
16/07/2016,0.00,0.00,0.00,0.00,0.00,20.85,29.83,2.00
17/07/2016,0.00,0.00,0.00,0.00,0.00,20.00,29.79,2.00
18/07/2016,0.00,0.00,0.00,0.00,0.00,21.8,29.76,2.00
19/07/2016,0.00,0.00,0.00,0.00,0.00,23.55,29.72,2.00
20/07/2016,0.00,0.00,0.00,0.00,0.00,24.85,29.68,2.00
21/07/2016,0.00,0.00,0.00,0.00,0.00,22.8,29.64,2.00
22/07/2016,0.8,1.6,0.4,0.00,0.8,23.85,29.6,2.00
23/07/2016,0.8,0.4,1.00,0.00,0.00,23.2,29.56,2.00
24/07/2016,7.00,0.00,14.4,15.00,12.8,24.75,29.52,2.00
25/07/2016,0.2,0.00,0.2,0.00,0.2,24.5,29.47,2.00
26/07/2016,0.8,45.8,5.6,10.8,2.8,23.8,29.44,2.00
27/07/2016,0.00,0.00,0.00,0.00,0.00,24.8,29.41,2.00
28/07/2016,0.00,0.00,0.00,0.00,0.00,23.4,29.37,2.00
29/07/2016,0.00,0.00,0.00,0.00,0.00,24.05,29.33,2.00
30/07/2016,0.00,0.00,0.00,0.00,0.00,23.45,29.29,2.00
31/07/2016,0.00,0.00,0.00,0.00,0.00,23.4,29.25,2.00
01/08/2016,0.00,0.00,0.00,0.00,0.00,23.6,29.22,2.00
02/08/2016,0.00,0.00,0.00,0.00,0.00,24.55,29.17,2.00
03/08/2016,0.00,0.00,0.00,0.00,0.00,25.35,29.13,2.00
04/08/2016,6.6,1.2,0.8,0.4,3.00,25.45,29.09,2.00
05/08/2016,2.8,4.2,7.00,1.6,3.2,22.1,29.04,2.00
06/08/2016,0.00,0.00,0.00,0.00,0.00,19.55,29.00,2.00
07/08/2016,0.00,0.00,0.00,0.00,0.00,23.2,28.95,2.00
08/08/2016,0.00,0.00,0.00,0.00,0.00,24.05,28.91,2.00
09/08/2016,0.00,0.00,0.00,0.00,0.00,23.75,28.87,2.00
10/08/2016,0.00,0.00,0.00,0.00,0.00,21.9,28.83,2.00
11/08/2016,0.00,0.00,0.00,0.00,0.00,18.9,28.78,2.00
12/08/2016,0.00,0.00,0.00,0.00,0.00,19.85,28.73,2.00
13/08/2016,0.00,0.00,0.00,0.00,0.00,22.15,28.68,2.00
14/08/2016,0.00,0.00,0.00,0.00,0.00,24.3,28.63,2.00
15/08/2016,0.00,0.00,0.00,0.00,0.00,24.3,28.58,2.00
16/08/2016,0.00,0.00,0.00,0.00,0.00,22.05,28.52,2.00
17/08/2016,0.00,0.00,0.00,0.00,0.00,21.65,28.47,2.00
18/08/2016,0.00,1.00,0.00,0.00,0.00,23.5,28.42,2.00
19/08/2016,0.00,0.00,0.00,0.00,0.00,23.4,28.37,2.00
20/08/2016,0.00,0.00,0.00,0.00,0.00,23.75,28.33,2.00
21/08/2016,0.00,0.00,0.00,0.00,0.00,24.1,28.29,2.00
22/08/2016,0.00,0.00,0.00,0.00,0.00,22.05,28.24,2.00
23/08/2016,0.00,0.00,0.00,0.00,0.00,23.05,28.18,3.00
24/08/2016,0.00,0.00,0.00,0.00,0.00,24.2,28.11,3.00
25/08/2016,0.00,0.00,0.00,0.00,0.00,24.1,28.06,3.00
26/08/2016,0.00,0.00,0.00,0.00,0.00,25.00,27.99,3.00
27/08/2016,0.00,0.00,0.00,0.00,0.00,24.65,27.92,3.00
28/08/2016,0.00,0.00,0.00,0.00,0.00,23.6,27.86,3.00
29/08/2016,1.00,1.00,0.2,1.00,3.4,22.8,27.8,3.00
30/08/2016,0.2,0.00,0.00,0.00,0.00,23.35,27.74,3.00
31/08/2016,0.00,0.00,0.00,0.00,0.00,23.5,27.66,3.00
01/09/2016,0.00,0.00,0.00,0.00,0.00,23.05,27.6,3.00
02/09/2016,0.00,0.00,0.00,0.00,0.00,24.85,27.54,3.00
03/09/2016,0.00,0.00,0.00,0.00,0.00,24.3,27.49,3.00
04/09/2016,0.00,0.00,0.00,0.00,0.00,23.05,27.43,3.00
05/09/2016,1.2,5.6,4.00,0.8,3.6,24.4,27.37,3.00
06/09/2016,0.00,0.2,0.00,0.00,0.00,21.35,27.31,3.00
07/09/2016,0.00,0.00,0.00,0.00,0.00,19.65,27.24,3.00
08/09/2016,0.00,0.00,0.00,0.00,0.00,22.1,27.19,3.00
09/09/2016,0.00,0.00,0.00,0.00,0.00,23.3,27.14,3.00
10/09/2016,0.00,0.00,0.00,0.00,0.00,24.05,27.09,3.00
11/09/2016,0.00,0.00,0.00,0.00,0.00,23.5,27.03,3.00
12/09/2016,0.4,0.8,0.00,0.00,0.00,24.1,26.96,3.00
13/09/2016,0.00,0.00,0.00,0.00,0.00,24.4,26.89,3.00
14/09/2016,1.2,0.8,1.00,0.00,2.2,22.3,26.82,3.00
15/09/2016,80.6,102.8,83.8,91.8,66.6,19.75,26.77,3.00
16/09/2016,1.2,0.8,0.2,0.2,1.4,16.7,26.73,3.00
17/09/2016,9.8,6.4,15.4,1.4,9.8,17.45,26.84,3.00
18/09/2016,0.00,0.2,0.00,0.00,0.2,15.8,26.78,3.00
19/09/2016,0.2,0.00,0.2,0.00,0.00,17.6,26.73,3.00
20/09/2016,0.00,0.00,0.00,0.00,0.00,17.6,26.68,3.00
21/09/2016,0.00,0.00,0.00,0.00,0.00,17.6,26.62,3.00
22/09/2016,0.00,0.00,0.00,0.00,0.00,18.45,26.53,3.00
23/09/2016,0.00,0.00,0.00,0.00,0.00,16.65,26.47,3.00
24/09/2016,0.00,0.00,0.00,0.00,0.00,19.1,26.41,3.00
25/09/2016,0.00,0.00,0.00,0.00,0.00,18.1,26.35,3.00
26/09/2016,0.00,0.00,0.00,0.00,0.00,17.45,26.28,3.00
27/09/2016,0.00,0.00,0.00,0.00,0.00,19.2,26.21,3.00
28/09/2016,0.2,0.00,0.00,0.00,0.00,18.85,26.14,3.00
29/09/2016,0.00,0.00,0.00,0.00,0.00,17.45,26.07,3.00
30/09/2016,2.00,3.6,1.8,3.4,3.4,17.55,26.01,3.00
01/10/2016,9.4,5.2,9.4,6.4,8.8,17.2,25.94,3.00
02/10/2016,0.4,6.6,1.2,0.00,0.00,18.15,25.87,3.00
03/10/2016,0.2,0.00,0.00,0.00,0.00,18.5,25.81,2.00
04/10/2016,0.2,0.00,0.00,0.00,0.00,15.7,25.79,2.00
05/10/2016,0.2,0.8,0.4,0.00,0.8,14.15,25.76,2.00
06/10/2016,0.00,0.00,0.00,0.00,0.00,12.2,25.72,2.00
07/10/2016,15.6,7.6,10.00,7.6,14.6,13.00,25.68,2.00
08/10/2016,2.00,4.4,3.8,2.2,0.8,9.5,25.64,2.00
09/10/2016,1.8,0.00,0.2,0.00,0.2,13.15,25.61,2.00
10/10/2016,0.00,0.00,0.00,0.00,0.00,10.2,25.57,2.00
11/10/2016,0.00,0.00,0.00,0.00,0.00,9.5,25.52,2.00
12/10/2016,6.00,3.2,9.00,4.8,7.2,11.00,25.47,2.00
13/10/2016,48.6,76.6,50.6,45.6,49.4,8.9,25.41,2.00
14/10/2016,0.00,0.2,0.2,0.00,0.2,14.65,25.37,2.00
15/10/2016,0.2,0.00,0.2,0.00,0.00,16.25,25.55,2.00
16/10/2016,0.00,0.00,0.2,0.00,0.2,16.05,25.52,2.00
17/10/2016,0.6,0.2,0.2,0.00,0.8,13.9,25.5,2.00
18/10/2016,3.4,8.2,5.8,0.2,5.2,15.25,25.46,2.00
19/10/2016,1.2,0.6,0.4,0.00,0.4,13.85,25.42,2.00
20/10/2016,0.2,0.6,0.00,0.00,0.2,13.35,25.4,2.00
21/10/2016,0.2,0.2,0.2,0.00,0.2,11.75,25.36,2.00
22/10/2016,0.8,2.4,0.2,0.4,0.00,10.7,25.33,2.00
23/10/2016,4.00,10.8,6.8,5.8,4.2,11.75,25.29,2.00
24/10/2016,0.2,0.00,0.2,0.00,0.2,16.05,25.25,2.00
25/10/2016,15.6,10.2,6.00,4.4,12.2,16.8,25.22,2.00
26/10/2016,0.00,0.2,0.00,0.2,0.4,17.2,25.18,2.00
27/10/2016,0.00,0.00,0.00,0.00,0.00,14.3,25.12,0.6
28/10/2016,0.2,0.00,0.00,0.00,0.00,13.00,25.12,0.6
29/10/2016,0.00,0.00,0.00,0.00,0.00,16.25,25.12,0.6
30/10/2016,0.2,0.00,0.00,0.00,0.00,15.5,25.11,0.6
31/10/2016,0.00,0.00,0.00,0.00,0.00,14.1,25.1,0.6
01/11/2016,8.2,16.4,8.00,12.8,11.6,11.9,25.07,0.6
02/11/2016,0.00,0.2,0.2,0.00,0.2,13.15,25.05,0.6
03/11/2016,0.00,0.00,0.00,0.00,0.00,13.05,25.04,0.6
04/11/2016,42.6,59.6,34.00,59.6,43.4,11.9,25.03,0.6
05/11/2016,41.4,23.6,19.6,47.6,27.4,12.75,25.05,0.6
06/11/2016,0.4,0.00,0.6,0.00,3.2,13.1,25.55,0.6
07/11/2016,0.4,0.00,0.2,0.00,0.6,9.35,25.77,0.6
08/11/2016,8.6,5.6,7.6,6.4,10.00,6.7,25.82,0.6
09/11/2016,0.00,0.2,0.00,0.2,0.00,7.7,25.84,0.6
10/11/2016,15.00,16.00,10.6,6.8,15.6,7.15,25.86,0.6
11/11/2016,1.4,5.2,2.2,0.6,0.4,6.25,25.87,0.6
12/11/2016,0.2,0.00,0.2,0.00,0.00,6.75,25.91,0.6
13/11/2016,0.00,0.00,0.00,0.00,0.00,4.00,25.94,0.6
14/11/2016,0.00,0.00,0.00,0.00,0.00,6.2,25.96,0.6
15/11/2016,0.2,0.00,0.00,0.00,0.00,5.85,25.98,0.6
16/11/2016,0.8,6.2,0.8,0.4,1.8,5.55,25.98,0.6
17/11/2016,30.2,30.6,35.00,41.8,38.6,6.9,25.99,0.6
18/11/2016,31.4,44.8,30.2,43.4,34.6,10.9,26.00,0.6
19/11/2016,1.8,0.00,3.00,1.00,0.8,12.55,26.5,0.6
20/11/2016,2.4,1.2,2.2,1.00,0.2,13.15,27.27,0.6
21/11/2016,0.00,0.00,0.00,0.00,0.00,13.2,27.39,0.6
22/11/2016,0.00,0.00,0.00,0.00,0.00,13.65,27.45,0.6
23/11/2016,1.8,2.4,1.4,1.2,2.4,13.3,27.47,0.6
24/11/2016,4.2,8.6,5.4,9.00,7.6,11.1,27.5,0.6
25/11/2016,0.00,0.00,0.00,0.00,0.00,12.25,27.53,0.6
26/11/2016,0.00,0.00,0.2,0.00,0.00,10.8,27.56,0.6
27/11/2016,0.4,0.2,0.2,0.2,0.4,7.00,27.58,0.6
28/11/2016,0.00,0.00,0.00,0.00,0.00,7.5,27.6,0.6
29/11/2016,0.00,0.00,0.00,0.00,0.00,2.95,27.61,0.6
30/11/2016,0.00,0.00,0.00,0.00,0.00,5.85,27.62,0.6
01/12/2016,0.00,0.00,0.00,0.00,0.00,3.00,27.62,0.6
02/12/2016,0.00,0.00,0.00,0.00,0.00,8.75,27.62,0.6
03/12/2016,0.00,0.00,0.00,0.00,0.00,6.55,27.63,0.6
04/12/2016,0.00,0.00,0.00,0.00,0.00,8.65,27.63,0.6
05/12/2016,0.2,0.00,0.00,0.00,0.2,8.1,27.63,0.6
06/12/2016,0.2,0.00,0.00,0.00,0.00,8.4,27.63,0.6
07/12/2016,0.00,0.00,0.00,0.00,0.00,10.05,27.63,0.6
08/12/2016,0.2,0.00,0.00,0.00,0.00,9.00,27.62,0.6
09/12/2016,0.00,0.00,0.00,0.00,0.00,4.5,27.62,0.6
10/12/2016,0.00,0.00,0.00,0.00,0.00,7.45,27.62,0.6
11/12/2016,0.00,0.00,0.00,0.00,0.2,9.25,27.61,0.6
12/12/2016,0.2,0.00,0.00,0.00,0.00,9.6,27.61,0.6
13/12/2016,0.00,0.00,0.00,0.00,0.00,6.5,27.6,0.6
14/12/2016,0.2,0.00,0.00,0.00,0.00,3.9,27.6,0.6
15/12/2016,0.2,0.00,0.00,0.00,0.00,7.25,27.59,0.6
16/12/2016,0.00,0.00,0.00,0.00,0.00,5.45,27.58,0.6
17/12/2016,0.00,0.00,0.00,0.00,0.00,4.75,27.57,0.6
18/12/2016,0.4,0.2,0.2,0.00,1.2,2.7,27.56,0.6
19/12/2016,2.2,2.8,2.6,2.2,4.6,2.6,27.55,0.6
20/12/2016,0.00,0.00,0.00,0.00,0.00,7.75,27.54,0.6
21/12/2016,0.00,0.00,0.00,0.00,0.00,9.8,27.54,0.6
22/12/2016,0.2,0.00,0.00,0.00,0.00,10.35,27.54,0.6
23/12/2016,0.2,0.00,0.00,0.00,0.00,9.45,27.54,0.6
24/12/2016,0.00,0.00,0.00,0.00,0.00,6.5,27.53,0.6
25/12/2016,0.2,0.00,0.2,0.00,0.00,7.55,27.53,0.6
26/12/2016,0.2,0.00,0.00,0.00,0.2,4.15,27.52,0.6
27/12/2016,0.2,0.00,0.00,0.00,0.00,9.35,27.52,0.6
28/12/2016,0.00,0.00,0.00,0.00,0.00,6.3,27.51,0.6
29/12/2016,0.00,0.00,0.00,0.00,0.00,5.55,27.5,0.6
30/12/2016,0.00,0.00,0.00,0.00,0.00,5.05,27.49,0.6
31/12/2016,0.00,0.00,0.00,0.00,0.00,7.65,27.48,0.6
01/01/2017,14.6,6.4,7.4,10.2,16.2,3.5,27.47,0.6
02/01/2017,15.00,8.2,13.6,12.6,14.2,6.00,27.46,0.6
03/01/2017,0.00,0.00,0.00,0.00,0.00,5.00,27.48,0.6
04/01/2017,0.00,0.2,0.00,0.00,0.00,2.8,27.49,0.6
05/01/2017,0.00,0.00,0.00,0.00,0.00,3.25,27.49,0.6
06/01/2017,0.00,0.00,0.00,0.00,0.00,-1.00,27.49,0.6
07/01/2017,0.00,0.00,0.00,0.00,0.00,-1.6,27.48,0.6
08/01/2017,0.00,0.00,0.00,0.00,0.00,-1.75,27.48,0.6
09/01/2017,0.00,0.00,0.00,0.00,0.00,1.4,27.48,0.6
10/01/2017,0.00,0.00,0.00,0.00,0.00,-0.65,27.47,0.6
